lepton pT,lepton eta,lepton phi,missing energy magnitude,missing energy phi,jet 1 pt,jet 1 eta,jet 1 phi,jet 1 b-tag,jet 2 pt,jet 2 eta,jet 2 phi,jet 2 b-tag,jet 3 pt,jet 3 eta,jet 3 phi,jet 3 b-tag,jet 4 pt,jet 4 eta,jet 4 phi,jet 4 b-tag,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb,class
5.589097738265991211e-01,9.193723797798156738e-01,-8.819183707237243652e-01,4.609233438968658447e-01,3.133986890316009521e-01,1.776263833045959473e+00,1.467495322227478027e+00,4.791411757469177246e-01,0.000000000000000000e+00,2.567549943923950195e+00,1.447407126426696777e+00,-1.378403186798095703e+00,0.000000000000000000e+00,4.083196222782135010e-01,1.078817486763000488e+00,-1.657749056816101074e+00,2.548224449157714844e+00,4.753741919994354248e-01,1.345381617546081543e+00,5.699449777603149414e-02,0.000000000000000000e+00,5.301567912101745605e-01,7.930567860603332520e-01,9.881806969642639160e-01,5.074224472045898438e-01,3.961986303329467773e-01,5.265610814094543457e-01,7.019089460372924805e-01,1.000000000000000000e+00
1.758534312248229980e+00,-5.459640920162200928e-02,-7.526356577873229980e-01,8.096721172332763672e-01,-1.256432056427001953e+00,7.980821132659912109e-01,-1.911398172378540039e-01,-1.313286423683166504e-01,2.173076152801513672e+00,1.180722951889038086e+00,-1.150046110153198242e+00,8.965044617652893066e-01,0.000000000000000000e+00,1.074626922607421875e+00,-1.556352496147155762e+00,1.321839690208435059e+00,0.000000000000000000e+00,6.520878076553344727e-01,2.718725204467773438e-01,1.431511640548706055e+00,3.101961374282836914e+00,7.931626439094543457e-01,8.523316383361816406e-01,9.885613918304443359e-01,8.835042119026184082e-01,7.794982790946960449e-01,9.286507964134216309e-01,9.872211813926696777e-01,0.000000000000000000e+00
7.986516952514648438e-01,1.450672000646591187e-01,1.691078901290893555e+00,2.085095167160034180e+00,1.037278771400451660e+00,7.288269996643066406e-01,-1.505403816699981689e-01,-1.042170166969299316e+00,0.000000000000000000e+00,8.391468524932861328e-01,-3.982029259204864502e-01,2.684371173381805420e-01,2.214872121810913086e+00,5.203660130500793457e-01,6.346162557601928711e-01,-7.069326639175415039e-01,2.548224449157714844e+00,4.546845555305480957e-01,-1.403767943382263184e+00,-7.244271636009216309e-01,0.000000000000000000e+00,7.830413579940795898e-01,9.407347440719604492e-01,9.927139282226562500e-01,8.258614540100097656e-01,6.779592633247375488e-01,7.333717346191406250e-01,7.911081314086914062e-01,0.000000000000000000e+00
7.360625863075256348e-01,1.197927474975585938e+00,-1.112137511372566223e-01,6.548902392387390137e-01,4.103293418884277344e-01,1.177244305610656738e+00,1.385306358337402344e+00,-3.735906481742858887e-01,1.086538076400756836e+00,9.323154687881469727e-01,6.635084748268127441e-01,1.187235236167907715e+00,0.000000000000000000e+00,1.050391197204589844e+00,-1.154932737350463867e+00,-1.723762512207031250e+00,0.000000000000000000e+00,6.277470588684082031e-01,1.292080998420715332e+00,8.677210211753845215e-01,0.000000000000000000e+00,6.004018783569335938e-01,8.201703429222106934e-01,9.764032959938049316e-01,9.786106348037719727e-01,9.180040359497070312e-01,9.321368336677551270e-01,8.457910418510437012e-01,1.000000000000000000e+00
6.337605118751525879e-01,-5.415562918642535806e-05,-7.099112868309020996e-01,4.592981636524200439e-01,5.864920616149902344e-01,4.588605463504791260e-01,-1.983003318309783936e-02,7.075437903404235840e-01,0.000000000000000000e+00,9.568665623664855957e-01,-9.674278497695922852e-01,-4.701440036296844482e-01,0.000000000000000000e+00,1.330682873725891113e+00,5.481426119804382324e-01,1.245840907096862793e+00,0.000000000000000000e+00,7.935072779655456543e-01,-2.128306329250335693e-01,-1.617835521697998047e+00,3.101961374282836914e+00,7.908250093460083008e-01,8.370385169982910156e-01,9.918726682662963867e-01,6.572721600532531738e-01,3.416453897953033447e-01,5.500734448432922363e-01,5.784828066825866699e-01,1.000000000000000000e+00
1.131545305252075195e+00,6.227984651923179626e-02,-5.128828436136245728e-02,5.071246027946472168e-01,-1.440716147422790527e+00,5.895840525627136230e-01,-1.277421951293945312e+00,1.202046513557434082e+00,2.173076152801513672e+00,8.406575918197631836e-01,5.401440262794494629e-01,-3.641715347766876221e-01,0.000000000000000000e+00,7.042415142059326172e-01,6.874106526374816895e-01,-1.211187124252319336e+00,0.000000000000000000e+00,4.198773205280303955e-01,5.825155973434448242e-01,1.236182689666748047e+00,3.101961374282836914e+00,8.244093656539916992e-01,5.988147854804992676e-01,9.962598681449890137e-01,9.672225117683410645e-01,6.144945621490478516e-01,8.188698887825012207e-01,7.163817882537841797e-01,1.000000000000000000e+00
7.944424748420715332e-01,1.440932303667068481e-01,-4.513431787490844727e-01,6.135130524635314941e-01,-9.058570861816406250e-01,6.015845537185668945e-01,8.446406722068786621e-01,5.889074802398681641e-01,0.000000000000000000e+00,1.756731510162353516e+00,2.082685470581054688e+00,2.218314111232757568e-01,0.000000000000000000e+00,1.623268008232116699e+00,1.120688915252685547e+00,-1.345432877540588379e+00,2.548224449157714844e+00,3.272852659225463867e+00,2.535683102905750275e-02,1.502540469169616699e+00,1.550980687141418457e+00,8.555887341499328613e-01,9.854343533515930176e-01,1.000187635421752930e+00,1.223484873771667480e+00,1.475798726081848145e+00,1.168390750885009766e+00,1.009687185287475586e+00,0.000000000000000000e+00
2.995859086513519287e-01,-5.737217664718627930e-01,8.471349477767944336e-01,2.101398468017578125e+00,8.795516490936279297e-01,1.321708917617797852e+00,1.288263797760009766e+00,-5.060863494873046875e-01,2.173076152801513672e+00,8.551365137100219727e-01,1.782531023025512695e+00,-1.561497092247009277e+00,0.000000000000000000e+00,7.808124423027038574e-01,5.881935954093933105e-01,1.366773366928100586e+00,2.548224449157714844e+00,9.402818679809570312e-01,-1.939273238182067871e+00,4.426583945751190186e-01,0.000000000000000000e+00,4.749739646911621094e+00,2.581414937973022461e+00,9.848473072052001953e-01,4.097739696502685547e+00,1.325824141502380371e+00,2.587594985961914062e+00,2.554456233978271484e+00,1.000000000000000000e+00
1.102263808250427246e+00,1.058650016784667969e+00,2.573173642158508301e-01,4.279143214225769043e-01,1.388436317443847656e+00,5.945308804512023926e-01,5.267769098281860352e-01,-5.083038806915283203e-01,1.086538076400756836e+00,5.773934721946716309e-01,5.284875631332397461e-01,5.427281185984611511e-02,0.000000000000000000e+00,1.268337368965148926e+00,7.429358363151550293e-01,1.721803903579711914e+00,2.548224449157714844e+00,6.345624327659606934e-01,1.359539628028869629e+00,-1.127848267555236816e+00,0.000000000000000000e+00,8.239075541496276855e-01,8.291247487068176270e-01,9.911959171295166016e-01,7.422046065330505371e-01,9.911661744117736816e-01,7.003503441810607910e-01,6.188238263130187988e-01,0.000000000000000000e+00
6.247930526733398438e-01,-3.555527627468109131e-01,1.935083121061325073e-01,9.738563895225524902e-01,8.231990039348602295e-02,1.295051217079162598e+00,5.495522022247314453e-01,8.400394916534423828e-01,0.000000000000000000e+00,1.848137378692626953e+00,2.429036796092987061e-01,-1.229154109954833984e+00,2.214872121810913086e+00,7.785294055938720703e-01,9.741389751434326172e-01,-2.021207362413406372e-01,1.274112224578857422e+00,5.384166240692138672e-01,-1.168078899383544922e+00,-1.284888386726379395e+00,0.000000000000000000e+00,1.888312578201293945e+00,1.339236021041870117e+00,9.909871220588684082e-01,1.764119029045104980e+00,1.151467323303222656e+00,1.310491085052490234e+00,1.326868295669555664e+00,1.000000000000000000e+00
5.323734283447265625e-01,2.522037625312805176e-01,1.124985665082931519e-01,9.159609675407409668e-01,-4.847515821456909180e-01,9.378746747970581055e-01,7.325157523155212402e-02,1.225884675979614258e+00,1.086538076400756836e+00,6.193192601203918457e-01,1.030687808990478516e+00,-3.297720551490783691e-01,2.214872121810913086e+00,5.797259807586669922e-01,2.020015001296997070e+00,-1.500204086303710938e+00,0.000000000000000000e+00,8.000792860984802246e-01,9.597844481468200684e-01,-1.655014753341674805e+00,0.000000000000000000e+00,1.386498093605041504e+00,1.075050592422485352e+00,9.866257309913635254e-01,5.175350308418273926e-01,1.246751904487609863e+00,8.811085820198059082e-01,8.850566744804382324e-01,0.000000000000000000e+00
4.868041872978210449e-01,7.927564382553100586e-01,1.059091925621032715e+00,7.282732129096984863e-01,-1.305799722671508789e+00,8.161286711692810059e-01,-3.109576404094696045e-01,2.013991177082061768e-01,0.000000000000000000e+00,7.044301033020019531e-01,1.602826833724975586e+00,-1.119297742843627930e+00,2.214872121810913086e+00,8.273521065711975098e-01,8.209527283906936646e-02,1.485486745834350586e+00,0.000000000000000000e+00,4.809725284576416016e-01,2.368939369916915894e-01,5.033555626869201660e-02,1.550980687141418457e+00,1.385756969451904297e+00,7.676516771316528320e-01,9.877065420150756836e-01,6.088403463363647461e-01,5.989780426025390625e-01,8.486790060997009277e-01,8.607742190361022949e-01,1.000000000000000000e+00
2.018041133880615234e+00,-1.646061420440673828e+00,-3.087438046932220459e-01,8.544543385505676270e-01,-1.133370637893676758e+00,8.018379807472229004e-01,-3.168990015983581543e-01,1.625034928321838379e+00,2.173076152801513672e+00,4.718863070011138916e-01,-3.525483608245849609e-01,1.168925881385803223e+00,0.000000000000000000e+00,5.082481503486633301e-01,-1.219560384750366211e+00,1.602240353822708130e-01,2.548224449157714844e+00,3.999179601669311523e-01,-1.405433535575866699e+00,5.419876575469970703e-01,0.000000000000000000e+00,7.920771241188049316e-01,7.089610695838928223e-01,1.229540705680847168e+00,6.798487305641174316e-01,8.793686628341674805e-01,9.626656770706176758e-01,8.634021282196044922e-01,1.000000000000000000e+00
7.613177895545959473e-01,5.151752829551696777e-01,1.080176711082458496e+00,3.558130264282226562e-01,-5.827716588973999023e-01,8.576267957687377930e-01,1.148412302136421204e-01,-3.264999762177467346e-02,2.173076152801513672e+00,4.390254914760589600e-01,2.108912467956542969e+00,1.349245548248291016e+00,0.000000000000000000e+00,6.706978678703308105e-01,7.320128679275512695e-01,-1.469138979911804199e+00,0.000000000000000000e+00,8.923305869102478027e-01,-4.568478465080261230e-01,-1.137836575508117676e+00,3.101961374282836914e+00,7.739576697349548340e-01,9.336335062980651855e-01,9.862732291221618652e-01,9.147845506668090820e-01,8.378415703773498535e-01,8.696483373641967773e-01,7.587602138519287109e-01,1.000000000000000000e+00
1.360123515129089355e+00,9.636875241994857788e-02,1.524620532989501953e+00,4.271928071975708008e-01,7.147008925676345825e-02,7.949674129486083984e-01,-1.507155299186706543e+00,5.116340517997741699e-02,2.173076152801513672e+00,4.698718488216400146e-01,7.538462281227111816e-01,-1.607547998428344727e+00,0.000000000000000000e+00,3.603749871253967285e-01,-1.345439106225967407e-01,3.061194419860839844e-01,0.000000000000000000e+00,1.563404202461242676e+00,-7.266825437545776367e-01,-7.943460345268249512e-01,3.101961374282836914e+00,6.929674148559570312e-01,7.975423336029052734e-01,1.019959449768066406e+00,1.246819734573364258e+00,9.029054045677185059e-01,9.233534932136535645e-01,8.103635907173156738e-01,1.000000000000000000e+00
1.362319707870483398e+00,-6.604049801826477051e-01,-2.742941305041313171e-02,1.296875119209289551e+00,3.650602996349334717e-01,1.329678654670715332e+00,9.812924265861511230e-01,-1.527248501777648926e+00,2.173076152801513672e+00,1.147610425949096680e+00,-1.242755576968193054e-01,-5.561454296112060547e-01,0.000000000000000000e+00,1.034936547279357910e+00,4.034130573272705078e-01,9.973196387290954590e-01,1.274112224578857422e+00,1.210220336914062500e+00,1.290415287017822266e+00,1.605754017829895020e+00,0.000000000000000000e+00,2.030075550079345703e+00,1.380184650421142578e+00,9.734396338462829590e-01,1.899993538856506348e+00,1.184342861175537109e+00,1.272407293319702148e+00,1.214591145515441895e+00,0.000000000000000000e+00
8.985745906829833984e-01,1.554399967193603516e+00,1.524620532989501953e+00,1.890655755996704102e+00,-1.193827390670776367e+00,6.365785598754882812e-01,6.505556106567382812e-01,-1.135886311531066895e-01,1.086538076400756836e+00,6.147868037223815918e-01,-2.505541145801544189e-01,1.051302075386047363e+00,0.000000000000000000e+00,1.668402671813964844e+00,2.240940779447555542e-01,4.703210890293121338e-01,0.000000000000000000e+00,5.771183371543884277e-01,-8.957456946372985840e-01,-7.732593417167663574e-01,3.101961374282836914e+00,8.714777231216430664e-01,9.124691486358642578e-01,1.153416037559509277e+00,1.268274426460266113e+00,7.234802246093750000e-01,1.007105708122253418e+00,1.069835066795349121e+00,0.000000000000000000e+00
8.376326560974121094e-01,8.774917125701904297e-01,5.391868948936462402e-01,1.548072695732116699e+00,-1.547418832778930664e-01,1.013633847236633301e+00,1.450661540031433105e+00,6.731725335121154785e-01,0.000000000000000000e+00,1.681567072868347168e+00,-4.953402876853942871e-01,-1.577587127685546875e+00,0.000000000000000000e+00,1.355445504188537598e+00,-7.628799974918365479e-02,-1.317696213722229004e+00,2.548224449157714844e+00,5.897755026817321777e-01,4.334402382373809814e-01,-5.258589982986450195e-03,3.101961374282836914e+00,4.056342124938964844e+00,2.148526430130004883e+00,9.892234206199645996e-01,1.275753855705261230e+00,6.663899421691894531e-01,1.387714624404907227e+00,1.294813752174377441e+00,0.000000000000000000e+00
1.142159700393676758e+00,-2.075095027685165405e-01,1.676097750663757324e+00,5.286369323730468750e-01,6.045796275138854980e-01,6.759696602821350098e-01,6.406533122062683105e-01,-3.536331355571746826e-01,2.173076152801513672e+00,4.420471787452697754e-01,-1.680416107177734375e+00,1.306523680686950684e+00,0.000000000000000000e+00,1.009471416473388672e+00,-4.713359177112579346e-01,-1.089700102806091309e+00,2.548224449157714844e+00,1.193181872367858887e+00,-5.051515698432922363e-01,4.476525783538818359e-01,0.000000000000000000e+00,8.663440942764282227e-01,8.906257152557373047e-01,9.858937263488769531e-01,1.027390837669372559e+00,8.964345455169677734e-01,8.648833632469177246e-01,7.761952877044677734e-01,1.000000000000000000e+00
2.437680959701538086e+00,3.885593712329864502e-01,1.428811252117156982e-02,6.436805725097656250e-01,1.508639335632324219e+00,1.122005224227905273e+00,1.227859735488891602e+00,1.674928665161132812e+00,2.173076152801513672e+00,6.865517497062683105e-01,6.887641549110412598e-01,-1.100988268852233887e+00,1.107436060905456543e+00,8.217322826385498047e-01,4.152462780475616455e-01,3.737971484661102295e-01,0.000000000000000000e+00,6.326151490211486816e-01,2.129068374633789062e+00,-1.375893950462341309e+00,0.000000000000000000e+00,7.441694140434265137e-01,7.346444725990295410e-01,1.692037105560302734e+00,1.619796872138977051e+00,8.442254662513732910e-01,1.101396083831787109e+00,9.136328697204589844e-01,0.000000000000000000e+00
5.003468394279479980e-01,1.293376326560974121e+00,-3.547973036766052246e-01,1.394907355308532715e+00,-1.457910180091857910e+00,7.824172973632812500e-01,6.555067896842956543e-01,-1.828855425119400024e-01,1.086538076400756836e+00,5.713500976562500000e-01,5.737131834030151367e-02,-1.009996175765991211e+00,0.000000000000000000e+00,7.990770936012268066e-01,8.321402072906494141e-01,9.878891110420227051e-01,2.548224449157714844e+00,8.894097208976745605e-01,-6.367376446723937988e-01,9.037903547286987305e-01,0.000000000000000000e+00,9.985409379005432129e-01,1.001172661781311035e+00,9.873933792114257812e-01,7.725935578346252441e-01,8.659450411796569824e-01,7.667976617813110352e-01,8.233954310417175293e-01,0.000000000000000000e+00
4.736275076866149902e-01,1.175526261329650879e+00,1.180051684379577637e+00,1.027321219444274902e+00,4.847395122051239014e-01,6.398764252662658691e-01,1.135768294334411621e+00,-1.408057808876037598e+00,0.000000000000000000e+00,9.955189824104309082e-01,2.263903319835662842e-01,-1.203076958656311035e+00,1.107436060905456543e+00,1.029316663742065430e+00,-7.498720288276672363e-01,3.921034038066864014e-01,1.274112224578857422e+00,4.432443976402282715e-01,8.073778748512268066e-01,6.864765286445617676e-02,0.000000000000000000e+00,7.935310006141662598e-01,1.216078162193298340e+00,9.792883396148681641e-01,9.508548378944396973e-01,1.221145153045654297e+00,8.565462827682495117e-01,7.925237417221069336e-01,1.000000000000000000e+00
6.387017369270324707e-01,1.562191724777221680e+00,5.930084586143493652e-01,8.583678603172302246e-01,1.127297654747962952e-01,5.907748937606811523e-01,8.961325883865356445e-01,-3.663837909698486328e-01,0.000000000000000000e+00,1.007479786872863770e+00,-1.637675642967224121e+00,-6.160669922828674316e-01,0.000000000000000000e+00,1.195454478263854980e+00,3.294184431433677673e-02,1.613630533218383789e+00,2.548224449157714844e+00,1.106042027473449707e+00,7.640710473060607910e-01,1.004229426383972168e+00,3.101961374282836914e+00,9.066926836967468262e-01,9.253580570220947266e-01,9.789653420448303223e-01,6.163812279701232910e-01,6.086629629135131836e-01,6.541792154312133789e-01,6.535924077033996582e-01,0.000000000000000000e+00
1.681670546531677246e+00,-2.211450636386871338e-01,1.178942084312438965e+00,1.701395988464355469e+00,5.649523138999938965e-01,2.008030176162719727e+00,-4.495898187160491943e-01,-1.436885356903076172e+00,0.000000000000000000e+00,1.325134277343750000e+00,-4.273441433906555176e-01,2.678822875022888184e-01,2.214872121810913086e+00,1.311715841293334961e+00,2.222735732793807983e-01,7.438055872917175293e-01,0.000000000000000000e+00,2.042186021804809570e+00,5.208866596221923828e-01,-1.247709274291992188e+00,0.000000000000000000e+00,9.176612496376037598e-01,1.017684578895568848e+00,1.230572462081909180e+00,9.515976905822753906e-01,8.323662877082824707e-01,1.139670252799987793e+00,1.144019722938537598e+00,1.000000000000000000e+00
1.093113303184509277e+00,8.141837716102600098e-01,-9.640378355979919434e-01,4.714304208755493164e-01,1.267223119735717773e+00,1.083163738250732422e+00,8.991033434867858887e-01,7.740688323974609375e-01,2.173076152801513672e+00,9.339521527290344238e-01,9.136939048767089844e-02,-1.416847556829452515e-01,0.000000000000000000e+00,9.232413768768310547e-01,2.568630278110504150e-01,1.569806456565856934e+00,2.548224449157714844e+00,9.229998588562011719e-01,1.473636507987976074e+00,-1.524610280990600586e+00,0.000000000000000000e+00,9.030847549438476562e-01,1.074149012565612793e+00,9.849798679351806641e-01,6.296136975288391113e-01,9.091392159461975098e-01,7.380058169364929199e-01,6.860536932945251465e-01,1.000000000000000000e+00
1.412647247314453125e+00,7.236046195030212402e-01,-1.335240006446838379e+00,3.065864443778991699e-01,1.604588866233825684e+00,1.060445189476013184e+00,1.686336159706115723e+00,-6.313779354095458984e-01,0.000000000000000000e+00,1.366934299468994141e+00,4.362070560455322266e-01,7.206234335899353027e-01,2.214872121810913086e+00,5.943025946617126465e-01,-4.716004058718681335e-02,-1.628902792930603027e+00,0.000000000000000000e+00,2.196506023406982422e+00,3.051854372024536133e-01,1.100229144096374512e+00,3.101961374282836914e+00,9.403043389320373535e-01,9.700075984001159668e-01,9.969009757041931152e-01,1.111124515533447266e+00,5.285535454750061035e-01,8.179329633712768555e-01,7.670485973358154297e-01,1.000000000000000000e+00
5.929495096206665039e-01,-1.141545534133911133e+00,5.913438796997070312e-01,2.539239227771759033e-01,1.382603168487548828e+00,9.631582498550415039e-01,7.584906816482543945e-01,-1.189633965492248535e+00,1.086538076400756836e+00,1.183241128921508789e+00,4.206650555133819580e-01,7.123009562492370605e-01,2.214872121810913086e+00,5.068432092666625977e-01,-2.392225265502929688e-01,-1.040328502655029297e+00,0.000000000000000000e+00,6.696130633354187012e-01,-1.229707837104797363e+00,-1.124518752098083496e+00,0.000000000000000000e+00,5.840738415718078613e-01,1.041581630706787109e+00,9.893290400505065918e-01,1.043968558311462402e+00,1.576590299606323242e+00,1.015279173851013184e+00,8.498579859733581543e-01,0.000000000000000000e+00
5.583607554435729980e-01,-1.821375727653503418e+00,1.062976002693176270e+00,6.328865289688110352e-01,-6.557992696762084961e-01,1.184847712516784668e+00,6.257998943328857422e-01,6.382468938827514648e-01,0.000000000000000000e+00,1.871177673339843750e+00,3.283845782279968262e-01,-1.394493341445922852e+00,2.214872121810913086e+00,7.534155845642089844e-01,2.395682930946350098e-01,-2.065586149692535400e-01,0.000000000000000000e+00,7.377670407295227051e-01,4.109539985656738281e-01,2.661963403224945068e-01,0.000000000000000000e+00,1.214540004730224609e+00,7.590478062629699707e-01,9.813824295997619629e-01,1.304431796073913574e+00,5.553011894226074219e-01,1.015764117240905762e+00,1.023796319961547852e+00,1.000000000000000000e+00
1.180225610733032227e+00,-1.899780482053756714e-01,1.500206708908081055e+00,7.521718144416809082e-01,-1.213324785232543945e+00,3.856663703918457031e-01,1.035755157470703125e+00,-2.155936956405639648e-01,0.000000000000000000e+00,8.167360424995422363e-01,2.623311579227447510e-01,-5.483750104904174805e-01,0.000000000000000000e+00,8.068044185638427734e-01,5.663475990295410156e-01,1.081639409065246582e+00,2.548224449157714844e+00,1.388394355773925781e+00,-9.523777365684509277e-01,3.705198168754577637e-01,3.101961374282836914e+00,5.906283855438232422e-01,1.096103787422180176e+00,9.931155443191528320e-01,6.571543216705322266e-01,9.440926909446716309e-01,7.989237904548645020e-01,7.897804975509643555e-01,0.000000000000000000e+00
3.473512530326843262e-01,-1.507757782936096191e+00,7.189619541168212891e-01,1.048027873039245605e+00,-7.853209972381591797e-01,4.199274778366088867e-01,4.634021520614624023e-01,-2.932062149047851562e-01,2.173076152801513672e+00,6.599861383438110352e-01,7.956153154373168945e-01,1.408262550830841064e-01,0.000000000000000000e+00,5.893852114677429199e-01,3.169394135475158691e-01,-1.515181899070739746e+00,0.000000000000000000e+00,1.403242230415344238e+00,-8.274541497230529785e-01,-1.674436569213867188e+00,3.101961374282836914e+00,9.803610444068908691e-01,1.064627051353454590e+00,9.878060221672058105e-01,6.745260953903198242e-01,1.006043553352355957e+00,7.250554561614990234e-01,6.757084131240844727e-01,0.000000000000000000e+00
6.224138736724853516e-01,1.055728077888488770e+00,-1.453980326652526855e+00,9.577452540397644043e-01,5.990518331527709961e-01,5.203289985656738281e-01,-8.377599716186523438e-01,7.031087875366210938e-01,2.173076152801513672e+00,8.419167399406433105e-01,-9.431435465812683105e-01,1.175234019756317139e-01,0.000000000000000000e+00,1.311013340950012207e+00,8.300551772117614746e-02,-1.380936026573181152e+00,0.000000000000000000e+00,6.868949532508850098e-01,-7.483359575271606445e-01,-3.681707978248596191e-01,3.101961374282836914e+00,9.262740612030029297e-01,7.253783941268920898e-01,1.028052210807800293e+00,8.449288606643676758e-01,5.207269191741943359e-01,7.546176314353942871e-01,8.292182087898254395e-01,0.000000000000000000e+00
8.248219490051269531e-01,-9.107149839401245117e-01,-2.882139384746551514e-01,1.087101221084594727e+00,-7.712238430976867676e-01,8.894144296646118164e-01,1.043676972389221191e+00,6.914668679237365723e-01,0.000000000000000000e+00,9.569925069808959961e-01,2.052572727203369141e+00,-1.242470026016235352e+00,0.000000000000000000e+00,1.541955351829528809e+00,2.053694009780883789e+00,1.501574039459228516e+00,0.000000000000000000e+00,1.243567109107971191e+00,1.835932433605194092e-01,8.915822505950927734e-01,3.101961374282836914e+00,1.162428021430969238e+00,1.502084732055664062e+00,9.914686083793640137e-01,8.850000500679016113e-01,9.398025274276733398e-01,1.152581930160522461e+00,1.319588899612426758e+00,0.000000000000000000e+00
2.312136888504028320e+00,-5.279452204704284668e-01,-1.437889337539672852e+00,7.190992832183837891e-01,8.223749995231628418e-01,8.975675702095031738e-01,8.909525722265243530e-02,5.733850002288818359e-01,0.000000000000000000e+00,8.501003980636596680e-01,-1.062483806163072586e-02,2.861916720867156982e-01,0.000000000000000000e+00,1.505952954292297363e+00,2.641449868679046631e-01,-1.086926341056823730e+00,0.000000000000000000e+00,9.794704318046569824e-01,-7.208348810672760010e-02,-3.559632897377014160e-01,3.101961374282836914e+00,9.636167287826538086e-01,7.544286847114562988e-01,1.595487117767333984e+00,9.905264973640441895e-01,5.379255414009094238e-01,9.604438543319702148e-01,9.213033914566040039e-01,0.000000000000000000e+00
1.409536004066467285e+00,-1.350948810577392578e+00,1.415312886238098145e+00,1.062254309654235840e+00,1.671372652053833008e+00,7.853487133979797363e-01,-1.269500136375427246e+00,7.158594131469726562e-01,2.173076152801513672e+00,7.011565566062927246e-01,5.057170242071151733e-02,-5.389429330825805664e-01,1.107436060905456543e+00,1.443783044815063477e+00,-1.278726577758789062e+00,-7.185820937156677246e-01,0.000000000000000000e+00,9.212960004806518555e-01,-1.105617165565490723e+00,1.757456809282302856e-01,0.000000000000000000e+00,9.192919135093688965e-01,9.020677804946899414e-01,9.974855780601501465e-01,9.300508499145507812e-01,1.261115789413452148e+00,9.289304614067077637e-01,9.093371629714965820e-01,0.000000000000000000e+00
1.129166126251220703e+00,-6.604049801826477051e-01,-1.415140032768249512e+00,2.226088494062423706e-01,-1.579406499862670898e+00,1.088018894195556641e+00,1.653429567813873291e-01,9.486970305442810059e-01,0.000000000000000000e+00,1.069172501564025879e+00,7.868729233741760254e-01,-1.430002450942993164e+00,2.214872121810913086e+00,1.456427812576293945e+00,1.425622344017028809e+00,-1.205746382474899292e-01,0.000000000000000000e+00,1.031559586524963379e+00,-5.467927455902099609e-01,2.439998686313629150e-01,0.000000000000000000e+00,8.138660192489624023e-01,9.805703759193420410e-01,9.789015054702758789e-01,7.549707889556884766e-01,9.251779913902282715e-01,6.768141388893127441e-01,6.395867466926574707e-01,0.000000000000000000e+00
1.035831451416015625e+00,-1.948479115962982178e-01,2.240256816148757935e-01,2.612373113632202148e+00,-1.341425657272338867e+00,1.224147319793701172e+00,-5.119743347167968750e-01,9.265220165252685547e-01,2.173076152801513672e+00,5.877175331115722656e-01,2.234762161970138550e-01,-1.463847041130065918e+00,0.000000000000000000e+00,9.130553603172302246e-01,7.420256137847900391e-01,-6.281602382659912109e-01,0.000000000000000000e+00,6.744812130928039551e-01,-7.166886925697326660e-01,5.865923315286636353e-02,3.101961374282836914e+00,9.194367527961730957e-01,1.050697326660156250e+00,2.249376058578491211e+00,1.709872722625732422e+00,6.983585357666015625e-01,1.214615345001220703e+00,1.261030673980712891e+00,1.000000000000000000e+00
5.288962721824645996e-01,2.298024892807006836e-01,9.270349144935607910e-01,1.827726602554321289e+00,1.053151845932006836e+00,5.315050482749938965e-01,4.604314863681793213e-01,-1.124772071838378906e+00,2.173076152801513672e+00,8.609280586242675781e-01,-9.450863003730773926e-01,-1.441099047660827637e+00,2.214872121810913086e+00,1.558815002441406250e+00,1.366456151008605957e+00,-2.670247554779052734e-01,0.000000000000000000e+00,8.731014132499694824e-01,2.368939369916915894e-01,3.590784221887588501e-02,0.000000000000000000e+00,9.017403125762939453e-01,9.420703649520874023e-01,9.912647008895874023e-01,9.335600137710571289e-01,8.274835348129272461e-01,1.081235885620117188e+00,1.214426994323730469e+00,0.000000000000000000e+00
1.895242094993591309e+00,1.606507003307342529e-01,8.033009171485900879e-01,4.993868768215179443e-01,-1.635506391525268555e+00,7.072992920875549316e-01,1.125866055488586426e+00,-1.178546428680419922e+00,0.000000000000000000e+00,1.084155082702636719e+00,7.684168219566345215e-01,1.635742932558059692e-01,0.000000000000000000e+00,8.094387650489807129e-01,-2.319405227899551392e-01,-1.286076307296752930e+00,2.548224449157714844e+00,4.551713764667510986e-01,-1.096456170082092285e+00,-1.553465723991394043e+00,3.101961374282836914e+00,1.769698023796081543e+00,1.267183423042297363e+00,1.092390894889831543e+00,7.248328924179077148e-01,2.807351052761077881e-01,8.643242120742797852e-01,8.547031283378601074e-01,0.000000000000000000e+00
4.452611207962036133e-01,-2.493901848793029785e-01,7.894293665885925293e-01,3.249154329299926758e+00,5.231930613517761230e-01,1.376581668853759766e+00,2.529021501541137695e+00,-1.683027982711791992e+00,0.000000000000000000e+00,1.510590195655822754e+00,1.270617008209228516e+00,-4.629312157630920410e-01,2.214872121810913086e+00,1.400404453277587891e+00,-1.531775712966918945e+00,-1.002051830291748047e+00,0.000000000000000000e+00,4.510334730148315430e-01,4.825768172740936279e-01,1.541041135787963867e-01,0.000000000000000000e+00,1.433045387268066406e+00,1.088240146636962891e+00,9.919082522392272949e-01,3.003679752349853516e+00,8.739644289016723633e-01,1.877875447273254395e+00,1.650114774703979492e+00,1.000000000000000000e+00
