,holiday,workingday,temp,atemp,humidity,windspeed,count,season_1.0,season_2.0,season_3.0,season_4.0,month_1.0,month_2.0,month_3.0,month_4.0,month_5.0,month_6.0,month_7.0,month_8.0,month_9.0,month_10.0,month_11.0,month_12.0,day_of_week_0.0,day_of_week_1.0,day_of_week_2.0,day_of_week_3.0,day_of_week_4.0,day_of_week_5.0,day_of_week_6.0,weather_1.0,weather_2.0,weather_3.0,temp_norm,atemp_norm,humidity_norm,windspeed_norm
109,0.0,1.0,34.0,35.0,63.6667,0.111329,3982.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.517252621741035,1.5563595537411914,0.019597391835015594,-1.0161551829898294
110,0.0,1.0,28.0,28.0,60.0,0.121896,4548.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9811800889572427,0.8514953852465978,-0.23619291475223,-0.881097206157948
111,0.0,1.0,13.0,16.0,43.5,0.249375,5918.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.35900124300223746,-0.35684318931556264,-1.3872388303410574,0.7482257642737171
112,0.0,1.0,25.0,27.0,49.4583,0.30535,5020.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7131438225653467,0.7508005040330845,-0.9715856861681538,1.463648330107403
113,0.0,1.0,26.0,27.0,73.5833,0.143029,4844.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.8024892446959787,0.7508005040330845,0.7113829631397527,-0.6109940336029989
114,0.0,1.0,30.0,30.0,67.75,0.199642,4677.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.1598709332185069,1.0528851476736245,0.30444986378191624,0.11258287965367748
115,0.0,1.0,34.0,33.0,54.0833,0.200258,4590.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.517252621741035,1.3549697913141647,-0.6489440280106794,0.1204560426827718
116,0.0,1.0,24.0,25.0,79.45830000000002,0.147392,5115.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6237984004347147,0.5494107416060577,1.1212250694478978,-0.5552300558498523
117,0.0,1.0,30.0,31.0,75.79169999999998,0.225129,4040.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.1598709332185069,1.153580028887138,0.865441738896501,0.4383349999824521
118,0.0,1.0,13.0,17.0,91.0,0.138054,2765.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.35900124300223746,-0.25614830810204925,1.926378199384355,-0.6745800499499854
119,0.0,1.0,22.0,25.0,50.375,0.258713,7525.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.4451075561734507,0.5494107416060577,-0.9076363655123794,0.8675757583738506
120,0.0,0.0,18.0,21.0,64.0417,0.278612,6639.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.08772586765092262,0.14663121675200425,0.04575752628021671,1.1219070426529845
121,0.0,1.0,12.0,15.0,73.73910000000002,0.288783,2077.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.44834666513286947,-0.45753807052907597,0.722251626997254,1.2519037003947335
122,0.0,0.0,29.0,30.0,53.04170000000001,0.122512,6544.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0705255110878749,1.0528851476736245,-0.7216064174456678,-0.8732240431288538
123,0.0,1.0,20.0,23.0,81.5,0.134954,5424.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.26641671191218663,0.34802097917903096,1.2636547934392726,-0.7142014872717262
124,0.0,1.0,30.0,31.0,65.45830000000001,0.233208,3805.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.1598709332185069,1.153580028887138,0.14458005016040676,0.5415935780864334
125,0.0,1.0,26.0,27.0,79.375,0.06654600000000001,7572.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.8024892446959787,0.7508005040330845,1.1154140315831356,-1.5885315789832184
126,0.0,1.0,23.0,25.0,71.6956,0.324474,3348.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5344529783040827,0.5494107416060577,0.579696334360539,1.7080742550561014
127,0.0,1.0,19.0,22.0,70.1667,0.110087,4748.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.17707128978155465,0.2473260979655176,0.4730397222184936,-1.0320293201361523
128,0.0,1.0,20.0,23.0,80.7917,0.121271,6093.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.26641671191218663,0.34802097917903096,1.214243531499178,-0.8890853991663633
129,0.0,1.0,8.0,13.0,56.875,0.148021,3910.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.8057283536553975,-0.6589278329561027,-0.4541940351289019,-0.5471907384061828
130,0.0,1.0,-1.0,4.0,42.3043,0.094113,1917.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.6098371528310857,-1.565181763877723,-1.4706512910240614,-1.2361947523224375
131,0.0,1.0,12.0,15.0,74.125,0.342667,3456.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.44834666513286947,-0.45753807052907597,0.7491721493503268,1.9406009676994647
132,0.0,1.0,1.0,5.0,50.875,0.174754,5375.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-1.4311463085698217,-1.4644868826642097,-0.8727561862521119,-0.20551335649583158
133,0.0,0.0,1.0,4.0,48.3333,0.350754,1796.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.4311463085698217,-1.565181763877723,-1.0500660895037557,2.0439617946739537
134,0.0,1.0,26.0,25.0,89.79169999999998,0.124379,3544.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8024892446959787,0.5494107416060577,1.842086758183991,-0.8493617129741151
135,0.0,1.0,21.0,24.0,78.95830000000002,0.212692,2843.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.35576213404281865,0.44871586039254435,1.0863448901876303,0.27937634966939173
136,0.0,1.0,18.0,21.0,69.4583,0.149871,7290.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.08772586765092262,0.14663121675200425,0.4236214842425458,-0.5235456871012732
137,0.0,1.0,24.0,25.0,69.91669999999999,0.17288299999999998,4839.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6237984004347147,0.5494107416060577,0.45559963258835884,-0.22942681108582416
138,0.0,1.0,11.0,14.0,37.5833,0.417908,1913.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.5376920872635015,-0.5582329517425894,-1.7999899435995068,2.902264375933361
139,0.0,0.0,22.0,24.0,81.08330000000002,0.192175,4191.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4451075561734507,0.44871586039254435,1.2345856520437672,0.017146340143536994
140,0.0,1.0,-1.0,4.0,61.6957,0.129796,1985.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.6098371528310857,-1.565181763877723,-0.11790027480895865,-0.780126446531577
141,0.0,0.0,36.0,35.0,48.0833,0.16481300000000002,4302.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.695943466002299,1.5563595537411914,-1.0675061791338893,-0.3325703592104838
142,0.0,0.0,29.0,30.0,66.6667,0.102,4744.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0705255110878749,1.0528851476736245,0.2288784673966211,-1.1353901471106416
143,0.0,1.0,23.0,25.0,48.7083,0.284833,6998.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5344529783040827,0.5494107416060577,-1.023905955058555,1.2014183205815478
144,0.0,1.0,1.0,5.0,77.5417,0.264308,1526.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.4311463085698217,-1.4644868826642097,0.9875223663074392,0.939086062185185
145,0.0,1.0,22.0,25.0,61.4167,0.241925,3944.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.4451075561734507,0.5494107416060577,-0.13736341483618816,0.6530065036134051
146,0.0,1.0,20.0,23.0,83.7917,0.277354,4123.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26641671191218663,0.34802097917903096,1.423524607060783,1.1058284077656453
147,0.0,0.0,14.0,18.0,69.8333,0.208954,3071.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.26965582087160544,-0.15545342688853586,0.4497816186877464,0.23160056492466086
148,0.0,1.0,30.0,30.0,42.375,0.164796,4792.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.1598709332185069,1.0528851476736245,-1.4657192336766593,-0.33278763806031286
149,0.0,0.0,-3.0,2.0,65.1739,0.14536500000000002,1098.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.7885279970923498,-1.76657152630475,0.12474020419716626,-0.581137363414745
150,0.0,0.0,17.0,20.0,48.3333,0.258083,5217.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-0.0016195544797093877,0.04593633553849087,-1.0500660895037557,0.8595236598213676
151,0.0,1.0,8.0,11.0,71.2174,0.346539,1461.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.8057283536553975,-0.8603175953831295,0.5463369309160192,1.9900894210251998
152,0.0,1.0,24.0,26.0,62.74999999999999,0.10635,8156.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.6237984004347147,0.6501056228195711,-0.04435192882075925,-1.07979232377207
153,0.0,1.0,14.0,17.0,69.2917,0.101371,7461.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.26965582087160544,-0.25614830810204925,0.41199940851302547,-1.1434294645543106
154,0.0,1.0,18.0,21.0,51.6667,0.264925,2927.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.08772586765092262,0.14663121675200425,-0.8175269104114045,0.9469720063230932
155,0.0,1.0,1.0,5.0,59.0,0.155471,3095.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-1.4311463085698217,-1.4644868826642097,-0.305953273272765,-0.4519714777458711
156,0.0,1.0,38.0,39.0,48.875,0.165417,5463.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.874634310263563,1.959139078595245,-1.012276903293182,-0.3248505694871512
157,0.0,0.0,10.0,14.0,83.54169999999998,0.344546,1027.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6270375093941335,-0.5582329517425894,1.4060845174306473,1.964616671159965
158,0.0,0.0,36.0,36.0,51.87500000000001,0.16852899999999998,5531.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.695943466002299,1.6570544349547047,-0.8029958277315764,-0.28507575885964936
159,0.0,0.0,9.0,13.0,78.91669999999998,0.251871,2077.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.7163829315247655,-0.6589278329561027,1.0834428592731729,0.780127411872125
160,0.0,0.0,7.0,11.0,53.4583,0.190929,4318.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.8950737757860295,-0.8603175953831295,-0.6925442520860138,0.0012210785619596767
161,0.0,1.0,-1.0,3.0,45.0,0.20275,3163.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.6098371528310857,-1.6658766450912363,-1.282598292560255,0.15230656584592608
162,0.0,1.0,13.0,17.0,76.16669999999998,0.1903,6392.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.35900124300223746,-0.25614830810204925,0.8916018733417016,-0.006818238881709493
163,0.0,0.0,6.0,9.0,50.2083,0.224496,3663.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.9844191979166615,-1.0617073578101561,-0.9192654172777525,0.430244558103529
164,0.0,1.0,5.0,9.0,29.0,0.187192,5102.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.0737646200472937,-1.0617073578101561,-2.3987640288888152,-0.04654192507395774
165,0.0,0.0,23.0,24.0,86.5417,0.2133,4459.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5344529783040827,0.44871586039254435,1.6153655929922541,0.2871472638279782
166,0.0,1.0,25.0,27.0,45.5417,0.146763,5895.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7131438225653467,0.7508005040330845,-1.2448091063496813,-0.5632693732935216
167,0.0,1.0,30.0,30.0,63.3333,0.15173299999999998,7264.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.1598709332185069,1.0528851476736245,-0.003660711695730601,-0.49974726249060236
168,0.0,0.0,13.0,16.0,25.4167,0.274871,6857.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.35900124300223746,-0.35684318931556264,-2.648736321575448,1.0740929145818123
169,0.0,1.0,7.0,11.0,80.4783,0.179117,1834.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8950737757860295,-0.8603175953831295,1.1923806351388422,-0.14974937874268507
170,0.0,1.0,26.0,27.0,72.2917,0.117546,7328.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.8024892446959787,0.7508005040330845,0.6212804840746304,-0.9366950294965194
171,0.0,1.0,6.0,11.0,70.3333,0.10635,3669.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.9844191979166615,-0.8603175953831295,0.4846617979480139,-1.07979232377207
172,0.0,0.0,20.0,23.0,66.41669999999999,0.268025,7965.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.26641671191218663,0.34802097917903096,0.21143837776648636,0.9865934436448336
173,0.0,1.0,33.0,33.0,59.2083,0.192175,4326.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.427907199610403,1.3549697913141647,-0.2914221905929375,0.017146340143536994
174,0.0,1.0,25.0,27.0,63.0833,0.2444,7733.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7131438225653467,0.7508005040330845,-0.021100801325864352,0.6846397479267302
175,0.0,1.0,14.0,18.0,77.2083,0.118792,4187.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.26965582087160544,-0.15545342688853586,0.9642642627766921,-0.9207697679149425
176,0.0,0.0,-11.0,-6.0,40.0,0.17197,981.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-2.503291374137406,-2.572130576012857,-1.63140008516293,-0.24109596343251705
177,0.0,0.0,3.0,5.0,39.5833,0.421642,2732.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.2524554643085577,-1.4644868826642097,-1.6604692265584369,2.9499890362428385
178,0.0,1.0,11.0,16.0,96.25,0.118792,1607.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.5376920872635015,-0.35684318931556264,2.2926200816171636,-0.9207697679149425
179,0.0,1.0,34.0,36.0,65.0417,0.1306,4541.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.517252621741035,1.6570544349547047,0.11551788480075172,-0.7698504350455514
180,0.0,1.0,13.0,17.0,47.7917,0.386821,5558.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.35900124300223746,-0.25614830810204925,-1.0878482996784775,2.504938046249185
181,0.0,1.0,20.0,22.0,87.0,0.201492,3855.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.26641671191218663,0.2473260979655176,1.647336765302215,0.1362279309585874
182,0.0,1.0,34.0,34.0,59.2083,0.11381199999999997,6211.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.517252621741035,1.455664672527678,-0.2914221905929375,-0.9844196898059969
183,0.0,1.0,34.0,33.0,55.0833,0.156717,4266.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.517252621741035,1.3549697913141647,-0.5791836694901443,-0.4360462161642941
184,0.0,1.0,13.0,16.0,48.5,0.324021,5729.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.35900124300223746,-0.35684318931556264,-1.0384370377383825,1.702284412763602
185,0.0,1.0,7.0,9.0,66.29169999999999,0.342046,4094.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.8950737757860295,-1.0617073578101561,0.20271833295141947,1.9326638991263032
186,0.0,1.0,7.0,11.0,52.2083,0.266175,5847.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.8950737757860295,-0.8603175953831295,-0.7797447002366825,0.9629483923399237
187,0.0,0.0,24.0,26.0,53.04170000000001,0.254367,7129.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6237984004347147,0.6501056228195711,-0.7216064174456678,0.8120290594705328
188,0.0,1.0,31.0,4.0,57.0833,0.231354,7148.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.2492163553491389,-1.565181763877723,-0.43966295244907433,0.5178974023462699
189,0.0,0.0,29.0,30.0,67.41669999999999,0.104467,5191.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0705255110878749,1.0528851476736245,0.28119873628702136,-1.103859151667824
190,0.0,1.0,3.0,7.0,54.0,0.116929,3831.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.2524554643085577,-1.263097120237183,-0.65475506587544,-0.9445809736344271
191,0.0,0.0,27.0,28.0,76.25,0.093921,7410.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8918346668266107,0.8514953852465978,0.8974129112064637,-1.2386487252146225
192,0.0,1.0,18.0,22.0,58.7083,0.306596,4486.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.08772586765092262,0.2473260979655176,-0.326302369853205,1.4795735916889796
193,0.0,0.0,30.0,31.0,68.25,0.228858,4649.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.1598709332185069,1.153580028887138,0.3393300430421837,0.48599575474786205
194,0.0,0.0,22.0,24.0,56.99999999999999,0.090183,7333.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.4451075561734507,0.44871586039254435,-0.4454739903138355,-1.2864245099593536
195,0.0,1.0,25.0,26.0,67.25,0.103863,8009.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.7131438225653467,0.6501056228195711,0.26956968452164876,-1.1115789413911568
196,0.0,1.0,14.0,18.0,56.99999999999999,0.171638,5572.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.26965582087160544,-0.15545342688853586,-0.4454739903138355,-0.2453392915585873
197,0.0,1.0,16.0,19.0,62.0833,0.134954,4765.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.0909649766103414,-0.0547585456750225,-0.09086115984639935,-0.7142014872717262
198,0.0,1.0,-4.0,-1.0,45.7083,0.353242,1543.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.8778734192229818,-2.06865616994529,-1.23318703062016,2.0757611934018536
199,0.0,1.0,25.0,27.0,74.625,0.155475,4010.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7131438225653467,0.7508005040330845,0.7840523286105944,-0.4519203533106172
200,0.0,1.0,3.0,8.0,62.2174,0.1538,3784.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.2524554643085577,-1.1624022390236697,-0.08150629576879585,-0.47332871057317066
201,0.0,1.0,5.0,8.0,49.41670000000001,0.236325,5259.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.0737646200472937,-1.1624022390236697,-0.9744877170826072,0.5814322942580029
202,0.0,1.0,27.0,28.0,84.4167,0.208967,5870.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8918346668266107,0.8514953852465978,1.4671248311361174,0.23176671933923607
203,0.0,0.0,28.0,29.0,51.3333,0.094533,5305.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9811800889572427,0.9521902664601112,-0.8407850139421507,-1.2308266866207822
204,1.0,0.0,9.0,12.0,54.9167,0.167304,1495.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.7163829315247655,-0.7596227141696161,-0.5908057452196657,-0.3007326171561433
205,0.0,1.0,32.0,33.0,65.125,0.215804,4458.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.338561777479771,1.3549697913141647,0.12132892266551187,0.3191511602968939
206,0.0,0.0,23.0,25.0,50.79169999999999,0.225129,7132.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5344529783040827,0.5494107416060577,-0.878567224116873,0.4383349999824521
207,0.0,1.0,31.0,34.0,74.125,0.187808,7112.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.2492163553491389,1.455664672527678,0.7491721493503268,-0.03866876204486342
208,0.0,0.0,23.0,25.0,86.25,0.07838300000000001,5423.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5344529783040827,0.5494107416060577,1.5950164964118139,-1.4372415939582368
209,0.0,1.0,19.0,22.0,66.41669999999999,0.230721,6273.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.17707128978155465,0.2473260979655176,0.21143837776648636,0.5098069604673469
210,0.0,1.0,19.0,22.0,63.29169999999999,0.120642,4182.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.17707128978155465,0.2473260979655176,-0.006562742610185529,-0.8971247166100327
211,0.0,1.0,9.0,14.0,82.70830000000002,0.06220800000000001,3811.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-0.7163829315247655,-0.5582329517425894,1.3479462346396365,-1.6439760290160281
212,0.0,1.0,23.0,25.0,57.7083,0.131846,7870.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5344529783040827,0.5494107416060577,-0.39606272837373996,-0.7539251734639745
213,0.0,1.0,25.0,26.0,73.54169999999998,0.162938,6296.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.7131438225653467,0.6501056228195711,0.7084809322252973,-0.35653493823573024
214,0.0,1.0,34.0,36.0,59.66670000000001,0.28481300000000004,6861.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.517252621741035,1.6570544349547047,-0.2594440422471234,1.201162698405279
215,0.0,1.0,28.0,29.0,55.2083,0.112562,7697.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9811800889572427,0.9521902664601112,-0.5704636246750775,-1.0003960758228274
216,0.0,1.0,32.0,32.0,63.1667,0.146133,4342.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.338561777479771,1.2542749101006514,-0.015282787425251907,-0.5713214718460041
217,0.0,0.0,23.0,25.0,62.6667,0.12065,5805.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5344529783040827,0.5494107416060577,-0.05016296668551941,-0.8970224677395251
218,0.0,1.0,3.0,8.0,59.4348,0.205717,3777.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.2524554643085577,-1.1624022390236697,-0.2756214693880362,0.1902281156954758
219,0.0,0.0,21.0,23.0,68.2917,0.283587,6624.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.35576213404281865,0.34802097917903096,0.34223904999249044,1.1854930589999706
